year,yearcode,countryname,countrycode,percent_ages0to14,percent_ages15to64
2020,YR2020,Afghanistan,AFG,43.80791215,53.77513484
2020,YR2020,Albania,ALB,16.47151916,67.70636816
2020,YR2020,Algeria,DZA,30.64708267,63.33544725
2020,YR2020,American Samoa,ASM,28.19827232,65.34781008
2020,YR2020,Andorra,AND,13.33462033,72.47039897
2020,YR2020,Angola,AGO,45.30660168,52.10342311
2020,YR2020,Antigua and Barbuda,ATG,19.08238367,71.11283778
2020,YR2020,Argentina,ARG,23.65639806,64.6161478
2020,YR2020,Armenia,ARM,20.34332303,67.24878043
2020,YR2020,Aruba,ABW,17.35102196,67.71200315
2020,YR2020,Australia,AUS,18.54172823,65.22467885
2020,YR2020,Austria,AUT,14.40321755,66.44735269
2020,YR2020,Azerbaijan,AZE,24.22410666,69.30437977
2020,YR2020,"Bahamas, The",BHS,20.16648154,71.55458624
2020,YR2020,Bahrain,BHR,20.29897074,76.50390634
2020,YR2020,Bangladesh,BGD,26.98217867,67.38485874
2020,YR2020,Barbados,BRB,17.3732512,67.47051049
2020,YR2020,Belarus,BLR,16.83973115,66.60753941
2020,YR2020,Belgium,BEL,16.79349688,63.99888373
2020,YR2020,Belize,BLZ,28.77642462,66.41792462
2020,YR2020,Benin,BEN,42.71266284,54.19847612
2020,YR2020,Bermuda,BMU,14.92960386,66.0482114
2020,YR2020,Bhutan,BTN,23.52628976,70.44165353
2020,YR2020,Bolivia,BOL,31.40203275,63.61955795
2020,YR2020,Bosnia and Herzegovina,BIH,14.92404113,67.33309577
2020,YR2020,Botswana,BWA,33.1708819,63.2807585
2020,YR2020,Brazil,BRA,20.83477095,69.87447393
2020,YR2020,British Virgin Islands,VGB,15.87997412,75.04529279
2020,YR2020,Brunei Darussalam,BRN,22.63863263,71.89484408
2020,YR2020,Bulgaria,BGR,14.01903621,63.71583774
2020,YR2020,Burkina Faso,BFA,44.43752124,53.00106502
2020,YR2020,Burundi,BDI,46.72027969,50.81299843
2020,YR2020,Cabo Verde,CPV,27.04302829,67.58856241
2020,YR2020,Cambodia,KHM,29.62554021,65.10186813
2020,YR2020,Cameroon,CMR,42.62516564,54.6378496
2020,YR2020,Canada,CAN,15.86836235,66.11321105
2020,YR2020,Cayman Islands,CYM,16.88963832,75.58256141
2020,YR2020,Central African Republic,CAF,48.2084383,49.31269207
2020,YR2020,Chad,TCD,47.81673015,50.15063202
2020,YR2020,Channel Islands,CHI,15.30542772,68.39476952
2020,YR2020,Chile,CHL,18.61887017,68.98555202
2020,YR2020,China,CHN,18.02512046,69.37661758
2020,YR2020,Colombia,COL,21.9223616,69.60532764
2020,YR2020,Comoros,COM,38.47061275,57.19535431
2020,YR2020,"Congo, Dem. Rep.",COD,46.49393021,50.50535838
2020,YR2020,"Congo, Rep.",COG,41.67193951,55.68042119
2020,YR2020,Costa Rica,CRI,20.90045002,68.88122535
2020,YR2020,Cote d'Ivoire,CIV,42.11037491,55.48079305
2020,YR2020,Croatia,HRV,14.19271471,64.2363883
2020,YR2020,Cuba,CUB,15.86052915,68.587666
2020,YR2020,Curacao,CUW,17.71317328,68.04005526
2020,YR2020,Cyprus,CYP,16.00602649,69.83952803
2020,YR2020,Czechia,CZE,15.961812,63.87329504
2020,YR2020,Denmark,DNK,16.26883634,63.68424522
2020,YR2020,Djibouti,DJI,31.19108641,64.35143227
2020,YR2020,Dominica,DMA,20.12514845,70.70262312
2020,YR2020,Dominican Republic,DOM,27.62336775,65.41164646
2020,YR2020,Ecuador,ECU,26.48996903,65.9658726
2020,YR2020,"Egypt, Arab Rep.",EGY,33.21018564,62.0811053
2020,YR2020,El Salvador,SLV,26.08398484,65.81224432
2020,YR2020,Equatorial Guinea,GNQ,38.85583677,57.97762411
2020,YR2020,Eritrea,ERI,40.42495391,55.57846917
2020,YR2020,Estonia,EST,16.46579322,63.35302578
2020,YR2020,Eswatini,SWZ,35.43969237,60.61258369
2020,YR2020,Ethiopia,ETH,40.31319161,56.55671155
2020,YR2020,Faroe Islands,FRO,20.68205666,61.51006391
2020,YR2020,Fiji,FJI,29.1867752,65.27397216
2020,YR2020,Finland,FIN,15.66132583,61.84858109
2020,YR2020,France,FRA,17.55215136,61.43830093
2020,YR2020,French Polynesia,PYF,22.11831299,68.64412534
2020,YR2020,Gabon,GAB,36.52736467,59.56824494
2020,YR2020,"Gambia, The",GMB,43.92539613,53.61960688
2020,YR2020,Georgia,GEO,20.90704722,64.59135264
2020,YR2020,Germany,DEU,13.75154894,64.28471665
2020,YR2020,Ghana,GHA,37.58161314,59.01287931
2020,YR2020,Gibraltar,GIB,17.230995,62.72681413
2020,YR2020,Greece,GRC,14.17738402,63.64119913
